video_url,title,collected_at
/watch?v=6Gl8ffiYr10&pp=ygUQbWV0cm8gcmFpbCBEZWxoaQ%3D%3D,Green Line (Delhi Metro) | CGI VFX Animation | By ASHU ARTS | 8K UHD 60fps Video,2026-01-18 04:06:21.913733
/watch?v=C5HtxK8jUbs&pp=ygUQbWV0cm8gcmFpbCBEZWxoaQ%3D%3D,SURMOUNTING CHALLENGES - A documentary by Delhi Metro Rail Corporation,2026-01-18 04:06:21.913962
/watch?v=5cWxiE2qMcA&pp=ygUQbWV0cm8gcmFpbCBEZWxoaQ%3D%3D,Delhi Metro : The Best Metro In The World ? I Delhi Metro Journey I Noida To Delhi I Travel Time,2026-01-18 04:06:21.914185
/shorts/OR0cBO3UoIQ,Delhi Metro Magenta Line,2026-01-18 04:06:21.914429
/shorts/LsEZi092nD4,Why is Delhi metro SO GOOD! 😍,2026-01-18 04:06:21.914685
/shorts/One_nVnNMNg,Delhi metro Blue line entering the station #delhi #shorts #youtubeshorts #Delhimetro #metro #train,2026-01-18 04:06:21.914915
/shorts/54zjzg8bgP4,Indian Metro vs Pakistan Metro #viral #shortvideos #metro #train #kanpur #delhi #pakistan #transport,2026-01-18 04:06:21.915136
/watch?v=fGID1n2j5Qs&pp=ygUQbWV0cm8gcmFpbCBEZWxoaQ%3D%3D,"4K UNDERGROUND DELHI METRO STATION TOUR | DILLI HAAT - INA METRO STATION | NEW DELHI, INDIA",2026-01-18 04:06:21.915347
/shorts/-TiNWZIusEA,"Delhi Metro Blue line, DMRC (Metro's sound🎵🎧)",2026-01-18 04:06:21.915583
/shorts/fWMAC-m7OMA,￼ Delhi Metro public reaction prank video 😭￼,2026-01-18 04:06:21.915808
/shorts/7nMdV2ZUwH8,"Airport Metro, Delhi",2026-01-18 04:06:21.916043
/shorts/RKbJTXKoA7c,Delhi Metro Rail | Delhi Metro Train | Metro Train | Metro Station,2026-01-18 04:06:21.916256
/shorts/c3AqRJznBxQ,DMRC | Metro Train Arriving | Yellow line | Delhi Metro | Metro station | huda city centre  #shorts,2026-01-18 04:06:21.916467
/shorts/YxBO3lVR4s8,Metro ka gate mai ek banda ka hath fas gya. 😨😢#shorts #viral #delhi #delhimetro,2026-01-18 04:06:21.916701
/shorts/zajBFUFI1po,The Underground Delhi Metro  #metro,2026-01-18 04:06:21.916929
/shorts/IrdBnGlsB5U,Delhi Metro😂 #metro #delhi #traveling #metrofunnyprank #fighting #abuse #shorts #instareels,2026-01-18 04:06:21.917151
/shorts/pkFIw-9wtsA,Metro train|#train #shorts  #metrotrain #travel #reels #youtubeshorts #youtube,2026-01-18 04:06:21.917391
/watch?v=EPoB_IxFCGc&pp=ygUQbWV0cm8gcmFpbCBEZWxoaQ%3D%3D,Delhi's GOLDEN LINE Metro is a Total Game Changer | Aman Singh,2026-01-18 04:06:21.917611
/shorts/yJ56pXlArzI,Kaha se aate hai ase log 🤔😅 | delhi metro shadi prank trending #youtubeshorts #shadi #fitpunom,2026-01-18 04:06:21.917844
/watch?v=3cpmw1Rpyfo&pp=ygUQbWV0cm8gcmFpbCBEZWxoadIHCQlPCgGHKiGM7w%3D%3D,Non-stop Yellow Line Metro Coming in Azadpur | Delhi Metro,2026-01-18 04:06:21.918035
/shorts/-1Pk4GPdxcw,MoDeL of Metro station#metro #adisia,2026-01-18 04:06:21.918246
/shorts/tDqk5Ga0jyg,Two Metro | Delhi Metro | Metro Delhi Status #metro #metroroyale  #delhi #viralvideos #fastmetro 🚇🚇🚇,2026-01-18 04:06:21.918463
/shorts/8b_WD-v3cI0,Illegal in Metro!,2026-01-18 04:06:21.918698
/shorts/1DDrTo5oOfw,Next Station is Dilli Haat INA||Delhi Metro Announcement||Short,2026-01-18 04:06:21.918932
/watch?v=9jbL7meKUww&pp=ygUQbWV0cm8gcmFpbCBEZWxoadIHCQlPCgGHKiGM7w%3D%3D,Non-stop Blue Line Metro Coming in Rajouri Garden | Delhi Metro,2026-01-18 04:06:21.919134
/shorts/hLFVhLo44Gc,Delhi metro train chappal track pr kisne rakhi Nazar uttarne ke lie,2026-01-18 04:06:21.919354
/shorts/SA7OIVDn5Ts,Driverless Pink Line Delhi Metro 🩷 #shorts #trains #viral #metro #travel,2026-01-18 04:06:21.919608
/shorts/GCHgX4Cdumg,Delhi metro/train operators delhi metro/metro driver cabin #shorts #delhimetro #dmrc #metro #viral,2026-01-18 04:06:21.919859
/shorts/KdJDJKjDN9w,#agra #metro #UttarPradesh #india,2026-01-18 04:06:21.920071
/shorts/RQjPdDMsJkI,Delhi Metro Station Noida Sector 18 #Shorts,2026-01-18 04:06:21.920488
/shorts/GOtyq5T6ccw,Delhi metro: New Ticketing System (QR Tickets) getting ready!!,2026-01-18 04:06:21.920718
/shorts/fBeype5Pi50,"Delhi Metro,The world class metro. #delhimetro #metro #delhi #delhincr #travel #reels #train #shorts",2026-01-18 04:06:21.920947
/watch?v=Gycg9u7rRZw&pp=ygUQbWV0cm8gcmFpbCBEZWxoaQ%3D%3D,"Delhi Metro Map, Explained",2026-01-18 04:06:21.921139
/shorts/WGrlCP7TxHc,🚇 China 🇨🇳 vs India 🇮🇳 | Metro Train Crowd Comparison 👥,2026-01-18 04:06:21.921371
/shorts/8eUxo3afwjA,Delhi Metro Driverless Magenta Line DMRC #metro #dehlimetro #metrotravel #traintracks,2026-01-18 04:06:21.921601
/shorts/ZO0FwIY6OXw,Delhi Metro female voice mimicry #delhimetro #female,2026-01-18 04:06:21.921824
/shorts/j5fg-9oonA8,Metro Station Pe Phone ~ Sujal Thakral #shorts #ytshorts #youtubeshorts #funny #train #metro,2026-01-18 04:06:21.922212
/shorts/9W59GNGW5mE,Delhi metro | Delhi | First time METRO,2026-01-18 04:06:21.922431
/shorts/ROhDrEsqZfI,"Difference between Metro , RRTS and Railways 🚃 #youtubeshorts",2026-01-18 04:06:21.922670
/shorts/gS1ajmAWvFo,Delhi Metro Parallel race at Yamuna Bank station! #dmrc #delhi,2026-01-18 04:06:21.922891
/shorts/RWrsAPEUxzA,😡I never thought this would happen in the end 🤣 #delhimetro #metro #youtubeshorts #funnyvideo #yt...,2026-01-18 04:06:21.923103
/shorts/JEV70KH7S-g,#metro #delhi #reels #shorts #trending #centytoy #train #collection Centy Toys - Delhi Metro Train,2026-01-18 04:06:21.923539
/shorts/mUQabg9KCEk,😨Delhi metro ❌ Rapid metro ✅ me suffer #minivlog #shorts,2026-01-18 04:06:21.923754
/shorts/mhm-q1KbWx0,DMRC Recruitment 2025 | Delhi Metro Jobs | New Vacancy 2025 | Daily Job Alerts #shorts,2026-01-18 04:06:21.923988
/shorts/VKuNsDwIqCE,Delhi metro entered in station with high speed and super braking #dmrc #delhivlog #metro  #aajtak,2026-01-18 04:06:21.924200
/shorts/Gkj4M1RE-Vc,Cab/ Pilot View | Driverless Delhi PINK Line Metro #dmrc #delhimetro,2026-01-18 04:06:21.924406
/shorts/PjR-G35J0OY,Delhi Metro Train 🚉,2026-01-18 04:06:21.924650
/watch?v=41WmO44jyQw&pp=ygUQbWV0cm8gcmFpbCBEZWxoaQ%3D%3D,Delhi Metro System - World Class Train .,2026-01-18 04:06:21.924874
/shorts/avUrRVLqdaw,#metro #delhimetro #shorts #short #viralvideo #reels,2026-01-18 04:06:21.925096
/shorts/5WGjx2iMljo,A metro bridge with a train on it began to collapse after one of the supports gave way in the city,2026-01-18 04:06:21.925319
/shorts/Nv7f5RR8yog,Or chalao phone 📱 😂 le gai chor delhi metro main #fitpunom #youtubeshorts #delhimetro,2026-01-18 04:06:21.925548
/shorts/5DIBkZr0-3A,Delhi Metro accident A person #indianrailways #train #metro #railways429 #shorts,2026-01-18 04:06:21.925766
/shorts/iVUe-d6tCKA,Noida  Sec 52 Metro Station | Delhi Metro Lifeline #noida  #delhimetro #bluelinemetro,2026-01-18 04:06:21.925990
/shorts/LC3EDvgBiYU,"Delhi metro, cabin of the pilot (Magenta line) #dmrc #delhimetro #trendingvideo #delhi",2026-01-18 04:06:21.926202
/shorts/joL40zDdU-0,Recording Delhi Metro Announcement 📢 #delhimetro #announcement,2026-01-18 04:06:21.926412
/shorts/KLu-SPTHL1s,Hanging Mono Rail in Chennai :O,2026-01-18 04:06:21.926654
/shorts/lan-6bDKSYY,"Delhi metro horn it's so amazing, violet line kashmiri gate, #metro #train #railway #indianrailways,",2026-01-18 04:06:21.926898
/shorts/tro3cauGKuM,New Delhi Metro to Railway Station Distance,2026-01-18 04:06:21.927111
/shorts/2mIfFXblRuI,🤯DELHI METRO DRIVER'S CABIN #dmrc #delhimetro #driver #cabin #shorts #viral #technology,2026-01-18 04:06:21.927321
/shorts/cfQBj5bUphs,Driverless metro | First driverless metro in Delhi | Driverless metro in India #shorts #viral #reels,2026-01-18 04:06:21.927548
/shorts/lC3LuIhEs8A,DMRC ka ONE Card worth hai? 🥹,2026-01-18 04:06:21.927759
/shorts/IbaE0OlrVrU,Namma Metro inside view,2026-01-18 04:06:21.927983
/shorts/Zp-IyKL9LyM,Delhi Metro m aap ka swagat h 😂😂 #funny #comedy #fun #shorts #fighting #metro #delhi #youtubeshorts,2026-01-18 04:06:21.928225
/shorts/B7oMHDKIkRw,Delhi Metro vs New York City Subway #lifeinmetro #newindia #india #america #delhi #iit #delhimetro,2026-01-18 04:06:21.928438
/shorts/vJvD5BUfVyw,New Delhi Railway Station and New Delhi Metro Station just opposite,2026-01-18 04:06:21.928688
/shorts/b61eUaVgU54,Pink line circular.....opening soon..Delhi metro phase-4 pink line update #delhimetro #delhi,2026-01-18 04:06:21.928914
/shorts/VUjD5C5q7f8,📍Delhi Metro Violet Line. #delhimetro #newdelhi #travel,2026-01-18 04:06:21.929049
/shorts/rcofrDrxtHs,"Delhi metro job , vacancy in Delhi metro #iti #diploma #graduate #job #delhimetro #vacancy",2026-01-18 04:06:21.929183
/shorts/Y-nrnQvmpGM,Lal Quila Metro Station | Red Fort | Delhi Metro 🚇 #shorts #ytshorts #delhimetro #delhi #travel,2026-01-18 04:06:21.929320
/shorts/hxE_y6xcsp4,Delhi metro rail corporation #train #metro,2026-01-18 04:06:21.929452
/shorts/K0TDSQw-kn0,Aarnav Ne Ki Ticket Scan #ytshorts #shorts #metro #delhimetro,2026-01-18 04:06:21.929753
/shorts/QY1eYwPahHg,How to book tickets on Vending Machine at Metro Station #shorts #viral #minivlog #metro #delhi,2026-01-18 04:06:21.929975
/shorts/EIZO9SPg9vE,Wow Ye Metro hai 😱 Confusion 🫢 #shorts #ytshorts #metro,2026-01-18 04:06:21.930118
/watch?v=7FbO_hBQ7Y8&pp=ygUQbWV0cm8gcmFpbCBEZWxoaQ%3D%3D,Wild Instagram Reelers In Metro,2026-01-18 04:06:21.930340
